충전소명,이용시간,충전기타입,주소,운영기관명,경도,위도,충전기ID,충전용량,시설_구분(대),시설_구분(소),시군구,데이터기준일자
(사)대한노인회 합천군지회,24시간 이용가능,DC콤보,경상남도 합천군 합천읍 교동1길33 (합천리 307-1),환경부(한국자동차환경협회),128.1649809,35.56514756,91,급속(100kW단독),근린생활시설,복지관,합천군 ,2024-03-14
S-oil 물금주유소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 양산시 물금읍 황산로501,환경부(한국자동차환경협회),128.9939901,35.31921069,01,급속(50kW),상업시설,주유소,양산시 ,2024-03-14
kbs창원방송총국,24시간 이용가능,DC콤보,경상남도 창원시 의창구 중앙대로 178(신월동 97-1),환경부(한국자동차환경협회),128.6860372,35.22916694,11,급속(200kW동시),공공시설,공공기관,창원시 ,2024-03-14
kbs창원방송총국,24시간 이용가능,DC콤보,경상남도 창원시 의창구 중앙대로 178(신월동 97-1),환경부(한국자동차환경협회),128.6860372,35.22916694,12,급속(200kW동시),공공시설,공공기관,창원시 ,2024-03-14
가례마을복지회관,24시간 이용가능,DC콤보,경상남도 의령군 가례면 가례리 320-1,환경부(한국자동차환경협회),128.2425211,35.32362983,01,급속(100kW단독),근린생활시설,복지관,의령군 ,2024-03-14
가야산국립공원사무소 주차장,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 합천군 가야면 가야산로 1200,환경부(한국자동차환경협회),128.1322339,35.76768062,01,급속(100kW멀티),관광시설,공원,합천군 ,2024-03-14
가야시장 주차장,24시간 이용가능,DC콤보,경상남도 합천군 가야면 황산3길 11-2(황산리 282-1),환경부(한국자동차환경협회),128.1374313,35.76094163,01,급속(100kW단독),주차시설,공영주차장,합천군 ,2024-03-14
가야시장 주차장,24시간 이용가능,DC콤보,경상남도 합천군 가야면 황산3길 11-2(황산리 282-1),환경부(한국자동차환경협회),128.1374313,35.76094163,81,급속(300kW단독),주차시설,공영주차장,합천군 ,2024-03-14
가야읍사무소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 함안군 가야읍 함안대로 505(말산리 271-6),환경부(한국자동차환경협회),128.4082104,35.27199958,01,급속(50kW),공공시설,주민센터,함안군 ,2024-03-14
가야전통시장,24시간 이용가능,DC콤보,경상남도 함안군 가야읍 말산리113,환경부(한국자동차환경협회),128.4081567,35.27661504,01,급속(100kW단독),주차시설,공영주차장,함안군 ,2024-03-14
가야테마파크,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 김해시 가야테마길 161,환경부(한국자동차환경협회),128.8937494,35.251633,01,급속(100kW멀티),주차시설,공원주차장,김해시 ,2024-03-14
가음정시장공영주차장충전소,24시간 이용가능,DC콤보,경상남도 창원시 성산구 가음동 21-3,환경부(한국자동차환경협회),128.6977997,35.20828593,01,급속(100kW단독),주차시설,공영주차장,창원시 ,2024-03-14
가조역권 커뮤니티센터,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 거창군 가조면 지산로 1488-30,환경부(한국자동차환경협회),128.0171891,35.70952573,01,급속(100kW멀티),공공시설,지자체시설,거창군 ,2024-03-14
가회면사무소,24시간 이용가능,DC콤보,경상남도 합천군 가회면 황매산로 52,환경부(한국자동차환경협회),128.0336797,35.4351952,91,급속(100kW단독),공공시설,관공서,합천군 ,2024-03-14
갈모봉산림욕장 주차장,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 이당리 253-4,환경부(한국자동차환경협회),128.2722457,34.97791697,01,급속(100kW단독),관광시설,관광지,고성군 ,2024-03-14
개방형다목적체육관 주차장,24시간 이용가능,DC콤보,경상남도 양산시 상북면 봉수대길 29-10,환경부(한국자동차환경협회),129.0689896,35.42055001,21,급속(200kW동시),교육문화시설,경기장,양산시 ,2024-03-14
개방형다목적체육관 주차장,24시간 이용가능,DC콤보,경상남도 양산시 상북면 봉수대길 29-10,환경부(한국자동차환경협회),129.0689896,35.42055001,22,급속(200kW동시),교육문화시설,경기장,양산시 ,2024-03-14
개천면사무소 주차장,24시간 이용가능,DC콤보,경상남도 고성군 개천면 옥천로 1278,환경부(한국자동차환경협회),128.2585547,35.09885988,01,급속(100kW단독),공공시설,주민센터,고성군 ,2024-03-14
거류면사무소 주차장,24시간 이용가능,DC콤보,경상남도 고성군 거류면 당동3길 5,환경부(한국자동차환경협회),128.4042569,34.99174573,01,급속(100kW단독),공공시설,관공서,고성군 ,2024-03-14
거제 학동주차장,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 거제시 동부면 학동리 264,환경부(한국자동차환경협회),128.6412588,34.77520882,01,급속(100kW멀티),주차시설,공영주차장,거제시 ,2024-03-14
거제관광안내소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 거제시 사등면 오량리 841,환경부(한국자동차환경협회),128.4911562,34.88738601,01,급속(100kW멀티),관광시설,관광안내소,거제시 ,2024-03-14
거제국민체육센터,24시 개방,DC콤보,경상남도 거제시 거제면 서정리 790-1,환경부(한국자동차환경협회),128.5815342,34.85185585,01,급속(100kW단독),교육문화시설,경기장,거제시 ,2024-03-14
거제시청,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 거제시 계룡로 125민원인 주차 건물 출구 앞(고현동 717),환경부(한국자동차환경협회),128.6207791,34.88056255,01,급속(50kW),공공시설,관공서,거제시 ,2024-03-14
거제시청,24시간 이용가능,DC콤보,경상남도 거제시 계룡로 125,환경부(한국자동차환경협회),128.6207791,34.88056255,21,급속(200kW동시),공공시설,관공서,거제시 ,2024-03-14
거제시청,24시간 이용가능,DC콤보,경상남도 거제시 계룡로 125,환경부(한국자동차환경협회),128.6207791,34.88056255,22,급속(200kW동시),공공시설,관공서,거제시 ,2024-03-14
거창(광주) 휴게소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 거창군 가조면 가조가야로 1523 (도리),환경부(한국자동차환경협회),128.0569725,35.70629514,01,급속(50kW),휴게시설,고속도로 휴게소,거창군 ,2024-03-14
거창(광주) 휴게소,24시간 이용가능,DC콤보,경상남도 거창군 가조면 가조가야로 1523,환경부(한국자동차환경협회),128.0569725,35.70629514,01,급속(100kW단독),휴게시설,고속도로 휴게소,거창군 ,2024-03-14
거창(광주) 휴게소,24시간 이용가능,DC콤보,경상남도 거창군 가조면 가조가야로 1523,환경부(한국자동차환경협회),128.0569725,35.70629514,02,급속(100kW단독),휴게시설,고속도로 휴게소,거창군 ,2024-03-14
거창(광주)휴게소,24시간 이용가능,DC콤보,경상남도 거창군 가조면 가조가야로 1543-81(산181 거창휴게소),환경부(한국자동차환경협회),128.0580242,35.7087283,01,급속(100kW단독),휴게시설,고속도로 휴게소,거창군 ,2024-03-14
거창(대구) 휴게소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 거창군 가조면 가조가야로 1543-81 (도리),환경부(한국자동차환경협회),128.0580242,35.7087283,01,급속(50kW),휴게시설,고속도로 휴게소,거창군 ,2024-03-14
거창(대구) 휴게소,24시간 이용가능,DC콤보,경상남도 거창군 가조면 도리 454-9,환경부(한국자동차환경협회),128.0561324,35.70599809,01,급속(100kW단독),휴게시설,고속도로 휴게소,거창군 ,2024-03-14
거창(대구) 휴게소,24시간 이용가능,DC콤보,경상남도 거창군 가조면 도리 454-9,환경부(한국자동차환경협회),128.0561324,35.70599809,02,급속(100kW단독),휴게시설,고속도로 휴게소,거창군 ,2024-03-14
거창군 농업기술센터,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 거창군 거창읍 거함대로 3322,환경부(한국자동차환경협회),127.9227944,35.67768516,01,급속(100kW멀티),공공시설,지자체시설,거창군 ,2024-03-14
거창군 종합사회복지관,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 아림로3길 19(중앙리 333-1),환경부(한국자동차환경협회),127.9101657,35.68926812,01,급속(100kW단독),근린생활시설,복지관,거창군 ,2024-03-14
거창군청,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 중앙로 103,환경부(한국자동차환경협회),127.9095388,35.68668074,01,급속(100kW단독),공공시설,관공서,거창군 ,2024-03-14
거창군청,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 중앙로 103,환경부(한국자동차환경협회),127.9095388,35.68668074,02,급속(100kW단독),공공시설,관공서,거창군 ,2024-03-14
거창버스터미널 공영주차장,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 대평리 598,환경부(한국자동차환경협회),127.9233396,35.68525698,21,급속(200kW동시),주차시설,공영주차장,거창군 ,2024-03-14
거창버스터미널 공영주차장,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 대평리 598,환경부(한국자동차환경협회),127.9233396,35.68525698,22,급속(200kW동시),주차시설,공영주차장,거창군 ,2024-03-14
거창사건사업소,24시간 이용가능,DC콤보,경상남도 거창군 신원면 신차로2924(대현리 551),환경부(한국자동차환경협회),127.9248948,35.55574833,91,급속(100kW단독),공공시설,지자체시설,거창군 ,2024-03-14
거창스포츠파크 생활체육공원 ,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 양평리 342,환경부(한국자동차환경협회),127.9313445,35.69140001,21,급속(200kW동시),공공시설,관공서,거창군 ,2024-03-14
거창스포츠파크 생활체육공원 ,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 양평리 342,환경부(한국자동차환경협회),127.9313445,35.69140001,22,급속(200kW동시),공공시설,관공서,거창군 ,2024-03-14
거창졸음쉼터(하),24시간 이용가능,DC콤보,경상남도 거창군 웅양면 산포리 산 246-50,환경부(한국자동차환경협회),127.9334122,35.82516217,01,급속(100kW단독),휴게시설,쉼터,거창군 ,2024-03-14
경남도청,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 창원시 의창구  중앙대로 300,환경부(한국자동차환경협회),128.6919442,35.23780483,01,급속(100kW멀티),공공시설,관공서,창원시 ,2024-03-14
경상국립대학교,24시간 이용가능,DC콤보,경상남도 통영시 통영해안로2(인평동 117),환경부(한국자동차환경협회),128.3995172,34.83940337,01,급속(100kW단독),교육문화시설,학교,통영시 ,2024-03-14
경상국립대학교,24시간 이용가능,DC콤보,경상남도 통영시 통영해안로2(인평동 117),환경부(한국자동차환경협회),128.3995172,34.83940337,02,급속(100kW단독),교육문화시설,학교,통영시 ,2024-03-14
경상국립대학교,24시간 이용가능,DC콤보,경상남도 통영시 통영해안로2(인평동 117),환경부(한국자동차환경협회),128.3995172,34.83940337,03,급속(100kW단독),교육문화시설,학교,통영시 ,2024-03-14
경상국립대학교,24시간 이용가능,DC콤보,경상남도 통영시 통영해안로2(인평동 117),환경부(한국자동차환경협회),128.3995172,34.83940337,04,급속(100kW단독),교육문화시설,학교,통영시 ,2024-03-14
경상남도 산림환경연구원,화~일요일 09:00~18:00 이용가능 (월요일 이용불가),DC콤보,경상남도 진주시 이반성면 수목원로 386,환경부(한국자동차환경협회),128.2957415,35.15719713,01,급속(100kW단독),공공시설,공공기관,진주시 ,2024-03-14
경상남도 산림환경연구원,화~일요일 09:00~18:00 이용가능 (월요일 이용불가),DC콤보,경상남도 진주시 이반성면 수목원로 386,환경부(한국자동차환경협회),128.2957415,35.15719713,02,급속(100kW단독),공공시설,공공기관,진주시 ,2024-03-14
경상남도교육청,24시간 이용가능,DC콤보,경상남도 창원시 의창구 중앙대로 241,환경부(한국자동차환경협회),128.6873597,35.23355831,21,급속(200kW동시),공공시설,관공서,창원시 ,2024-03-14
경상남도교육청,24시간 이용가능,DC콤보,경상남도 창원시 의창구 중앙대로 241,환경부(한국자동차환경협회),128.6873597,35.23355831,22,급속(200kW동시),공공시설,관공서,창원시 ,2024-03-14
경상남도교육청,24시간 이용가능,DC콤보,경상남도 창원시 의창구 중앙대로 241,환경부(한국자동차환경협회),128.6873597,35.23355831,23,급속(200kW동시),공공시설,관공서,창원시 ,2024-03-14
경상남도교육청,24시간 이용가능,DC콤보,경상남도 창원시 의창구 중앙대로 241,환경부(한국자동차환경협회),128.6873597,35.23355831,24,급속(200kW동시),공공시설,관공서,창원시 ,2024-03-14
경상남도청어린이집,24시간 이용가능,DC콤보,경상남도 창원시 의창구 사림동 1-1,환경부(한국자동차환경협회),128.6944263,35.23640241,01,급속(100kW단독),주차시설,일반주차장,창원시 ,2024-03-14
경상대학교 가좌캠퍼스,24시간 이용가능,DC콤보,경상남도 진주시 가좌길29번길63(가좌동 900),환경부(한국자동차환경협회),128.0965335,35.15900035,91,급속(100kW단독),교육문화시설,학교,진주시 ,2024-03-14
경상대학교 가좌캠퍼스,24시간 이용가능,DC콤보,경상남도 진주시 가좌길29번길63(가좌동 900),환경부(한국자동차환경협회),128.0965335,35.15900035,92,급속(100kW단독),교육문화시설,학교,진주시 ,2024-03-14
경상대학교 가좌캠퍼스,24시간 이용가능,DC콤보,경상남도 진주시 가좌길29번길63(가좌동 900),환경부(한국자동차환경협회),128.0965335,35.15900035,93,급속(100kW단독),교육문화시설,학교,진주시 ,2024-03-14
경상대학교 가좌캠퍼스,24시간 이용가능,DC콤보,경상남도 진주시 가좌길29번길63(가좌동 900),환경부(한국자동차환경협회),128.0965335,35.15900035,94,급속(100kW단독),교육문화시설,학교,진주시 ,2024-03-14
계성면보건지소,24시간 이용가능,DC콤보,경상남도 창녕군 계성면 계성리 606,환경부(한국자동차환경협회),128.5094104,35.48664364,21,급속(200kW동시),근린생활시설,보건소,창녕군 ,2024-03-14
계성면보건지소,24시간 이용가능,DC콤보,경상남도 창녕군 계성면 계성리 606,환경부(한국자동차환경협회),128.5094104,35.48664364,22,급속(200kW동시),근린생활시설,보건소,창녕군 ,2024-03-14
고성경찰서,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 중앙로 113,환경부(한국자동차환경협회),128.3336694,34.97591499,21,급속(200kW동시),근린생활시설,경찰서,고성군 ,2024-03-14
고성경찰서,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 중앙로 113,환경부(한국자동차환경협회),128.3336694,34.97591499,22,급속(200kW동시),근린생활시설,경찰서,고성군 ,2024-03-14
고성공룡나라(대전) 휴게소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 고성군 대가면 통영대전고속도로 32 (신전리),환경부(한국자동차환경협회),128.2527526,35.05651285,01,급속(50kW),휴게시설,고속도로 휴게소,고성군 ,2024-03-14
고성공룡나라(통영) 휴게소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 고성군 대가면 통영대전고속도로 29 (송계리),환경부(한국자동차환경협회),128.2627354,35.05172281,01,급속(50kW),휴게시설,고속도로 휴게소,고성군 ,2024-03-14
고성군 문화체육센터,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 고성군 고성읍 기월리 94-14,환경부(한국자동차환경협회),128.3122166,34.97940688,01,급속(100kW멀티),공공시설,지자체시설,고성군 ,2024-03-14
고성군 폐기물종합처리장,24시간 이용가능,DC콤보,경상남도 고성군 삼산면 대독산업로 7,환경부(한국자동차환경협회),128.3128896,34.96061854,21,급속(200kW동시),공공시설,지자체시설,고성군 ,2024-03-14
고성군 폐기물종합처리장,24시간 이용가능,DC콤보,경상남도 고성군 삼산면 대독산업로 7,환경부(한국자동차환경협회),128.3128896,34.96061854,22,급속(200kW동시),공공시설,지자체시설,고성군 ,2024-03-14
고성군보건소 주차장,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 남포로79번길 103-3,환경부(한국자동차환경협회),128.3153988,34.96957262,21,급속(200kW동시),근린생활시설,보건소,고성군 ,2024-03-14
고성군보건소 주차장,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 남포로79번길 103-3,환경부(한국자동차환경협회),128.3153988,34.96957262,22,급속(200kW동시),근린생활시설,보건소,고성군 ,2024-03-14
고성군의회 주차장,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 대가로 13,환경부(한국자동차환경협회),128.3186376,34.98294191,21,급속(200kW동시),공공시설,지자체시설,고성군 ,2024-03-14
고성군의회 주차장,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 대가로 13,환경부(한국자동차환경협회),128.3186376,34.98294191,22,급속(200kW동시),공공시설,지자체시설,고성군 ,2024-03-14
고성군치매안심센터,24시간 이용가능,DC콤보,경상남도 고성군 고성읍 중앙로 35,환경부(한국자동차환경협회),128.3244422,34.97451578,01,급속(100kW단독),근린생활시설,보건소,고성군 ,2024-03-14
고성읍 사무소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 고성군 고성읍 송학로 93,환경부(한국자동차환경협회),128.3191992,34.9780725,01,급속(100kW멀티),공공시설,주민센터,고성군 ,2024-03-14
곤양체육공원 주차장,24시간 이용가능,DC콤보,경상남도 사천시 곤양면 서정리 83,환경부(한국자동차환경협회),127.9610717,35.06145197,01,급속(100kW단독),주차시설,공원주차장,사천시 ,2024-03-14
곤양체육공원 주차장,24시간 이용가능,DC콤보,경상남도 사천시 곤양면 서정리 83,환경부(한국자동차환경협회),127.9610717,35.06145197,02,급속(100kW단독),주차시설,공원주차장,사천시 ,2024-03-14
곤충생태학습관 주차장,24시간 이용가능,DC콤보,경상남도 의령군 의령읍 무전리 124-1,환경부(한국자동차환경협회),128.2823423,35.31891866,01,급속(100kW단독),관광시설,관광지,의령군 ,2024-03-14
곤충생태학습관 주차장,24시간 이용가능,DC콤보,경상남도 의령군 의령읍 무전리 124-1,환경부(한국자동차환경협회),128.2823423,35.31891866,02,급속(100kW단독),관광시설,관광지,의령군 ,2024-03-14
공군 교육사령부 제1정문 1주차장,24시간 이용가능,DC콤보,경상남도 진주시 속사리 175,환경부(한국자동차환경협회),128.1312427,35.20021725,01,급속(100kW단독),주차시설,일반주차장,진주시 ,2024-03-14
공군 교육사령부 제1정문 1주차장,24시간 이용가능,DC콤보,경상남도 진주시 속사리 175,환경부(한국자동차환경협회),128.1312427,35.20021725,91,급속(100kW단독),주차시설,일반주차장,진주시 ,2024-03-14
공군 교육사령부 제2정문 주차장,24시간 이용가능,DC콤보,경상남도 진주시 금산면 송백로46,환경부(한국자동차환경협회),128.14636,35.20344492,01,급속(100kW단독),주차시설,일반주차장,진주시 ,2024-03-14
공군 교육사령부 제2정문 주차장,24시간 이용가능,DC콤보,경상남도 진주시 금산면 송백로46,환경부(한국자동차환경협회),128.14636,35.20344492,91,급속(100kW단독),주차시설,일반주차장,진주시 ,2024-03-14
공동육아나눔터 (구 칠원보건지소),24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 함안군 칠원읍 용산1길 28,환경부(한국자동차환경협회),128.5174286,35.30886295,01,급속(100kW멀티),공공시설,지자체시설,함안군 ,2024-03-14
구만면사무소 주차장,24시간 이용가능,DC콤보,경상남도 고성군 구만면 영회로 1765,환경부(한국자동차환경협회),128.3348517,35.08816137,91,급속(100kW단독),공공시설,관공서,고성군 ,2024-03-14
구산면사무소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 창원시 마산합포구 구산면 구산로 554 ,환경부(한국자동차환경협회),128.5808138,35.11969962,01,급속(200kW동시),공공시설,주민센터,창원시 ,2024-03-14
구산면사무소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 창원시 마산합포구 구산면 구산로 554,환경부(한국자동차환경협회),128.5808138,35.11969962,01,급속(100kW멀티),공공시설,주민센터,창원시 ,2024-03-14
구산면사무소,24시간 이용가능,DC콤보,경상남도 창원시 마산합포구 구산면 구산로 554 ,환경부(한국자동차환경협회),128.5808138,35.11969962,11,급속(200kW동시),공공시설,주민센터,창원시 ,2024-03-14
구산면사무소,24시간 이용가능,DC콤보,경상남도 창원시 마산합포구 구산면 구산로 554 ,환경부(한국자동차환경협회),128.5808138,35.11969962,12,급속(200kW동시),공공시설,주민센터,창원시 ,2024-03-14
구재봉자연휴양림,24시간 이용가능,DC콤보,경상남도 하동군 적량면 서리 1765-13,환경부(한국자동차환경협회),127.7478044,35.1273742,01,급속(100kW단독),관광시설,관광지,하동군 ,2024-03-14
국립생태원 습지센터,24시간 이용가능,DC콤보,경상남도 창녕군 이방면 이산길 38,환경부(한국자동차환경협회),128.3840877,35.53419745,21,급속(200kW동시),공공시설,공공기관,창녕군 ,2024-03-14
국립생태원 습지센터,24시간 이용가능,DC콤보,경상남도 창녕군 이방면 이산길 38,환경부(한국자동차환경협회),128.3840877,35.53419745,22,급속(200kW동시),공공시설,공공기관,창녕군 ,2024-03-14
국립용지봉자연휴양림,24시간 이용가능,DC콤보,경상남도 김해시 대청동 산63-2,환경부(한국자동차환경협회),128.7759483,35.18574286,01,급속(100kW단독),기타시설,야영장,김해시 ,2024-03-14
국민건강보험공단 김해지사,09:00~19:00,DC콤보,"경상남도 김해시 전하로176번길 79, 1층충청남도 부여군 부여읍 염창리 131-2",환경부(한국자동차환경협회),128.8744372,35.22356056,01,급속(100kW단독),공공시설,공공기관,김해시 ,2024-03-14
국민연금공단 거창사옥,24시간 이용가능,DC콤보,경상남도 거창군 거창읍 대동리 992-2,환경부(한국자동차환경협회),127.9226576,35.69386459,01,급속(100kW단독),공공시설,공공기관,거창군 ,2024-03-14
국민연금공단 사천남해지사,24시간 이용가능,DC콤보,경상남도 사천시 용현면 대밭담로 13,환경부(한국자동차환경협회),128.0605809,35.00860712,21,급속(200kW동시),공공시설,공공기관,사천시 ,2024-03-14
국민연금공단 사천남해지사,24시간 이용가능,DC콤보,경상남도 사천시 용현면 대밭담로 13,환경부(한국자동차환경협회),128.0605809,35.00860712,22,급속(200kW동시),공공시설,공공기관,사천시 ,2024-03-14
국민연금공단 통영지사,24시간 이용가능,DC콤보,경상남도 통영시 광도면 신죽3길 16,환경부(한국자동차환경협회),128.4181168,34.8740477,01,급속(100kW단독),공공시설,공공기관,통영시 ,2024-03-14
국민연금공단 통영지사,24시간 이용가능,DC콤보,경상남도 통영시 광도면 신죽3길 16,환경부(한국자동차환경협회),128.4181168,34.8740477,02,급속(100kW단독),공공시설,공공기관,통영시 ,2024-03-14
국민체육센터,24시간 이용가능,DC콤보,경상남도 하동군 적량면 고절리 1209-1,환경부(한국자동차환경협회),127.7775463,35.06386167,01,급속(100kW단독),교육문화시설,경기장,하동군 ,2024-03-14
군북3.1기념체육관,24시간 이용가능,DC콤보,경상남도 함안군 군북면 소포리 516-2,환경부(한국자동차환경협회),128.349014,35.26556908,01,급속(100kW단독),교육문화시설,경기장,함안군 ,2024-03-14
군북면사무소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 함안군 군북면 지두2길 15,환경부(한국자동차환경협회),128.3450405,35.26162327,01,급속(100kW멀티),공공시설,주민센터,함안군 ,2024-03-14
궁류면사무소 주차장,24시간 이용가능,DC콤보,경상남도 의령군 궁류면 토곡리 602-1,환경부(한국자동차환경협회),128.2492494,35.44720815,01,급속(100kW단독),공공시설,주민센터,의령군 ,2024-03-14
근로복지공단 창원병원,24시간 이용가능,DC콤보,경상남도 창원시 성산구 창원대로 721,환경부(한국자동차환경협회),128.6717069,35.21926882,21,급속(200kW동시),근린생활시설,병원,창원시 ,2024-03-14
근로복지공단 창원병원,24시간 이용가능,DC콤보,경상남도 창원시 성산구 창원대로 721,환경부(한국자동차환경협회),128.6717069,35.21926882,22,급속(200kW동시),근린생활시설,병원,창원시 ,2024-03-14
근로자복지공단창원병원,24시간 이용가능,DC차데모+AC3상+DC콤보,"경상남도 창원시 성산구 창원대로 721, 건물 우측",환경부(한국자동차환경협회),128.6717069,35.21926882,01,급속(50kW),근린생활시설,병원,창원시 ,2024-03-14
금곡면사무소,24시간 이용가능,DC콤보,경상남도 진주시 금곡면 월아산로 140,환경부(한국자동차환경협회),128.1881485,35.0944561,21,급속(200kW동시),공공시설,관공서,진주시 ,2024-03-14
금곡면사무소,24시간 이용가능,DC콤보,경상남도 진주시 금곡면 월아산로 140,환경부(한국자동차환경협회),128.1881485,35.0944561,22,급속(200kW동시),공공시설,관공서,진주시 ,2024-03-14
금남면 복합커뮤니티센터,24시간 이용가능,DC콤보,경상남도 하동군 금남면 송문리 824-1,환경부(한국자동차환경협회),127.8580177,34.95049592,01,급속(100kW단독),교육문화시설,경기장,하동군 ,2024-03-14
금봉졸음쉼터,24시간 이용가능,DC콤보,경상남도 김해시 진영읍 본산리 121-84,환경부(한국자동차환경협회),128.7618725,35.31474226,01,급속(100kW단독),휴게시설,쉼터,김해시 ,2024-03-14
금봉졸음쉼터,24시간 이용가능,DC콤보,경상남도 김해시 진영읍 본산리 121-84,환경부(한국자동차환경협회),128.7618725,35.31474226,02,급속(100kW단독),휴게시설,쉼터,김해시 ,2024-03-14
금산면사무소,월~금24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 진주시 금산로 107,환경부(한국자동차환경협회),128.1479609,35.21402582,01,급속(100kW멀티),공공시설,주민센터,진주시 ,2024-03-14
금서면(온누리관),24시간 이용가능,DC콤보,경상남도 산청군 금서면 매촌리 710-4,환경부(한국자동차환경협회),127.8627283,35.41754654,21,급속(200kW동시),공공시설,지자체시설,산청군 ,2024-03-14
금서면(온누리관),24시간 이용가능,DC콤보,경상남도 산청군 금서면 매촌리 710-4,환경부(한국자동차환경협회),127.8627283,35.41754654,22,급속(200kW동시),공공시설,지자체시설,산청군 ,2024-03-14
길곡 체육공원,24시간 이용가능,DC콤보,경상남도 창녕군 길곡면 증산리 901-1경상남도 의령군 궁류면 벽계리 63,환경부(한국자동차환경협회),128.5695815,35.38485051,01,급속(100kW단독),주차시설,공원주차장,창녕군 ,2024-03-14
길곡면사무소,24시간 이용가능,DC콤보,경상남도 창녕군 길곡면 증산2길19(증산리 986-2),환경부(한국자동차환경협회),128.5692019,35.38721396,01,급속(100kW단독),공공시설,주민센터,창녕군 ,2024-03-14
김해금관가야(기장) 휴게소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 김해시 대동면 월촌리 770,환경부(한국자동차환경협회),129.0027962,35.26822801,01,급속(100kW동시),휴게시설,고속도로 휴게소,김해시 ,2024-03-14
김해금관가야(기장) 휴게소,24시간 이용가능,DC콤보,경상남도 김해시 대동면 월촌리 770,환경부(한국자동차환경협회),129.0027962,35.26822801,02,급속(100kW동시),휴게시설,고속도로 휴게소,김해시 ,2024-03-14
김해금관가야(기장) 휴게소,24시간 이용가능,DC콤보,경상남도 김해시 대동면 월촌리 770,환경부(한국자동차환경협회),129.0027962,35.26822801,52,급속(100kW동시),휴게시설,고속도로 휴게소,김해시 ,2024-03-14
김해금관가야(창원) 휴게소,24시간 이용가능,DC차데모+AC3상+DC콤보,경상남도 김해시 대동면 월촌리 770,환경부(한국자동차환경협회),129.0027962,35.26822801,01,급속(100kW동시),휴게시설,고속도로 휴게소,김해시 ,2024-03-14
김해금관가야(창원) 휴게소,24시간 이용가능,DC콤보,경상남도 김해시 대동면 월촌리 770,환경부(한국자동차환경협회),129.0027962,35.26822801,02,급속(100kW동시),휴게시설,고속도로 휴게소,김해시 ,2024-03-14
김해금관가야(창원) 휴게소,24시간 이용가능,DC콤보,경상남도 김해시 대동면 월촌리 770,환경부(한국자동차환경협회),129.0027962,35.26822801,52,급속(100kW동시),휴게시설,고속도로 휴게소,김해시 ,2024-03-14
김해문화의전당,24시간 이용가능,DC콤보,경상남도 김해시 김해대로 2060,환경부(한국자동차환경협회),128.869413,35.24373406,01,급속(100kW단독),공공시설,지자체시설,김해시 ,2024-03-14
김해문화의전당,24시간 이용가능,DC콤보,경상남도 김해시 내동 1131,환경부(한국자동차환경협회),128.869413,35.24373406,01,급속(100kW단독),교육문화시설,공연장,김해시 ,2024-03-14
김해문화의전당,24시간 이용가능,DC콤보,경상남도 김해시 내동 1131,환경부(한국자동차환경협회),128.869413,35.24373406,02,급속(100kW단독),교육문화시설,공연장,김해시 ,2024-03-14
김해산업진흥의생명융합재단,24시간 이용가능,DC콤보,경상남도 김해시 골든루트로 80-59경상남도 김해시 골든루트로 80-59,환경부(한국자동차환경협회),128.8322771,35.21497041,01,급속(100kW단독),공공시설,공공기관,김해시 ,2024-03-14
