충전소명,이용시간,충전기타입,주소,운영기관명,경도,위도,충전기ID,충전용량,시설_구분(대),시설_구분(소),시군구,데이터기준일자
마린파이브_1,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,01,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_1,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,02,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_2,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,01,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_2,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,02,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_2,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,03,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_2,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,04,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_2,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,05,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_2,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,06,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_3,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,01,14kW,공동주택시설,아파트,창원시 ,2024-03-14
마린파이브_3,09:00~18:00,AC완속,경상남도 창원시 마산합포구 오동동14길 67(322 중앙마린파이브아파트),클린일렉스,128.5833029,35.20692789,02,14kW,공동주택시설,아파트,창원시 ,2024-03-14
메트로스퀘어6상가번영회,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 율림교로 6(59-3 메트로스퀘어6),클린일렉스,128.5844713,35.2289169,01,7kW,기타시설,기타,창원시 ,2024-03-14
메트로스퀘어6상가번영회,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 율림교로 6(59-3 메트로스퀘어6),클린일렉스,128.5844713,35.2289169,02,7kW,기타시설,기타,창원시 ,2024-03-14
물장구식육식당,24시간 이용가능,AC완속,경상남도 산청군 생비량면 지리산대로 4285,클린일렉스,128.0351138,35.34258387,01,14kW,상업시설,음식점,산청군 ,2024-03-14
물장구식육식당,24시간 이용가능,AC완속,경상남도 산청군 생비량면 지리산대로 4285,클린일렉스,128.0351138,35.34258387,02,14kW,상업시설,음식점,산청군 ,2024-03-14
밀양카센터카프렌드,24시간 이용가능,AC완속,경상남도 밀양시 시청로4길 8,클린일렉스,128.7395618,35.50391899,01,14kW,차량정비시설,정비소,밀양시 ,2024-03-14
밀양카센터카프렌드,24시간 이용가능,AC완속,경상남도 밀양시 시청로4길 8,클린일렉스,128.7395618,35.50391899,02,14kW,차량정비시설,정비소,밀양시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,01,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,02,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,03,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,04,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,05,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,06,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,07,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,08,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,09,7kW,기타시설,기타,창원시 ,2024-03-14
백세행복노인복지센터내서점,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 광려로 90(신감리 1384-3),클린일렉스,128.5019481,35.21867843,10,7kW,기타시설,기타,창원시 ,2024-03-14
분성마을현대아이파크아파트_01,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,01,7kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_01,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,02,14kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_01,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,03,14kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_02,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,01,14kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_02,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,02,14kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_03,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,01,7kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_03,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,02,14kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_03,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,03,14kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_04,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,01,14kW,공동주택시설,아파트,김해시 ,2024-03-14
분성마을현대아이파크아파트_04,09:00~18:00,AC완속,경상남도 김해시 삼계로 232,클린일렉스,128.8692379,35.26743301,02,14kW,공동주택시설,아파트,김해시 ,2024-03-14
비제이로지스틱스(주),24시간 이용가능,AC완속,경상남도 양산시 어곡공단2길 28(871-8 BJ로지스틱(주)),클린일렉스,129.0135071,35.37167043,01,14kW,공동주택시설,사업장(사옥),양산시 ,2024-03-14
비제이로지스틱스(주),24시간 이용가능,AC완속,경상남도 양산시 어곡공단2길 28(871-8 BJ로지스틱(주)),클린일렉스,129.0135071,35.37167043,02,14kW,공동주택시설,사업장(사옥),양산시 ,2024-03-14
비제이신항로직스(주),24시간 이용가능,AC완속,경상남도 창원시 진해구 두동남로 67(두동 1908),클린일렉스,128.8025145,35.11827872,01,7kW,공동주택시설,사업장(사옥),창원시 ,2024-03-14
성안건설,24시간 이용가능,AC완속,경상남도 김해시 김해대로2635번길 26(안동 258-9),클린일렉스,128.9153198,35.23207352,16,7kW,공공시설,공공기관,김해시 ,2024-03-14
성안건설,24시간 이용가능,AC완속,경상남도 김해시 김해대로2635번길 26(안동 258-9),클린일렉스,128.9153198,35.23207352,17,7kW,공공시설,공공기관,김해시 ,2024-03-14
성안건설,24시간 이용가능,AC완속,경상남도 김해시 김해대로2635번길 26(안동 258-9),클린일렉스,128.9153198,35.23207352,21,7kW,공공시설,공공기관,김해시 ,2024-03-14
성안건설,24시간 이용가능,AC완속,경상남도 김해시 김해대로2635번길 26(안동 258-9),클린일렉스,128.9153198,35.23207352,22,7kW,공공시설,공공기관,김해시 ,2024-03-14
성안건설,24시간 이용가능,AC완속,경상남도 김해시 김해대로2635번길 26(안동 258-9),클린일렉스,128.9153198,35.23207352,23,7kW,공공시설,공공기관,김해시 ,2024-03-14
송보파인빌,09:00~18:00,AC완속,경상남도 사천시 정동면 여옥길 36송보파인빌,클린일렉스,128.1112715,35.06871621,01,7kW,공동주택시설,아파트,사천시 ,2024-03-14
송보파인빌,09:00~18:00,AC완속,경상남도 사천시 정동면 여옥길 36송보파인빌,클린일렉스,128.1112715,35.06871621,02,7kW,공동주택시설,아파트,사천시 ,2024-03-14
송보파인빌,09:00~18:00,AC완속,경상남도 사천시 정동면 여옥길 36송보파인빌,클린일렉스,128.1112715,35.06871621,03,7kW,공동주택시설,아파트,사천시 ,2024-03-14
수영전기,24시간 이용가능,DC콤보,경상남도 김해시 계동로 221지상1층,클린일렉스,128.8022842,35.19082619,01,120kW,기타시설,기타,김해시 ,2024-03-14
수영전기,24시간 이용가능,DC콤보,경상남도 김해시 계동로 221지상1층,클린일렉스,128.8022842,35.19082619,02,120kW,기타시설,기타,김해시 ,2024-03-14
신프로카센타,24시간 이용가능,AC완속,경상남도 밀양시 초동면 신호1길 24-23,클린일렉스,128.688075,35.41377087,01,14kW,차량정비시설,정비소,밀양시 ,2024-03-14
신프로카센타,24시간 이용가능,AC완속,경상남도 밀양시 초동면 신호1길 24-23,클린일렉스,128.688075,35.41377087,02,14kW,차량정비시설,정비소,밀양시 ,2024-03-14
엔에이치에프창원대산1단지,09:00~18:00,AC완속,경상남도 창원시 의창구 대산면 주남로 514엔에이치에프 창원대산 1단지,클린일렉스,128.7059354,35.32936956,01,7kW,공동주택시설,아파트,창원시 ,2024-03-14
엔에이치에프창원대산1단지,09:00~18:00,AC완속,경상남도 창원시 의창구 대산면 주남로 514엔에이치에프 창원대산 1단지,클린일렉스,128.7059354,35.32936956,02,7kW,공동주택시설,아파트,창원시 ,2024-03-14
엔에이치에프창원대산1단지,09:00~18:00,AC완속,경상남도 창원시 의창구 대산면 주남로 514엔에이치에프 창원대산 1단지,클린일렉스,128.7059354,35.32936956,03,7kW,공동주택시설,아파트,창원시 ,2024-03-14
엔에이치에프창원대산1단지,09:00~18:00,AC완속,경상남도 창원시 의창구 대산면 주남로 514엔에이치에프 창원대산 1단지,클린일렉스,128.7059354,35.32936956,04,7kW,공동주택시설,아파트,창원시 ,2024-03-14
여울목,24시간 이용가능,AC완속,경상남도 함안군 여항면 진함로 953여울목,클린일렉스,128.4527062,35.19927611,01,7kW,상업시설,음식점,함안군 ,2024-03-14
여울목,24시간 이용가능,AC완속,경상남도 함안군 여항면 진함로 953여울목,클린일렉스,128.4527062,35.19927611,02,7kW,상업시설,음식점,함안군 ,2024-03-14
열린골프연습장,09:00~18:00,AC완속,경상남도 양산시 평산로 102-1706필지,클린일렉스,129.1475028,35.38193586,01,7kW,상업시설,골프장(CC),양산시 ,2024-03-14
열린골프연습장,09:00~18:00,AC완속,경상남도 양산시 평산로 102-1706필지,클린일렉스,129.1475028,35.38193586,02,7kW,상업시설,골프장(CC),양산시 ,2024-03-14
의창구청,24시간 이용가능,DC콤보,경상남도 창원시 성산구 중앙대로 151(용호동 1),클린일렉스,128.6812627,35.22836466,01,50kW,공공시설,관공서,창원시 ,2024-03-14
조은종합자동차정비,24시간 이용가능,AC완속,경상남도 창녕군 창녕읍 우포2로 1161-10,클린일렉스,128.4845767,35.54822036,01,14kW,차량정비시설,정비소,창녕군 ,2024-03-14
조은종합자동차정비,24시간 이용가능,AC완속,경상남도 창녕군 창녕읍 우포2로 1161-10,클린일렉스,128.4845767,35.54822036,02,14kW,차량정비시설,정비소,창녕군 ,2024-03-14
주식회사다덴다,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 중리공단로 166.(중리 500),클린일렉스,128.5136373,35.24501389,01,7kW,기타시설,기타,창원시 ,2024-03-14
주식회사다덴다,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 중리공단로 166.(중리 500),클린일렉스,128.5136373,35.24501389,02,7kW,기타시설,기타,창원시 ,2024-03-14
주식회사다덴다,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 중리공단로 166.(중리 500),클린일렉스,128.5136373,35.24501389,03,7kW,기타시설,기타,창원시 ,2024-03-14
주식회사다덴다,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 중리공단로 166.(중리 500),클린일렉스,128.5136373,35.24501389,04,7kW,기타시설,기타,창원시 ,2024-03-14
주식회사다덴다,24시간 이용가능,AC완속,경상남도 창원시 마산회원구 내서읍 중리공단로 166.(중리 500),클린일렉스,128.5136373,35.24501389,05,7kW,기타시설,기타,창원시 ,2024-03-14
진북편백골관광농원,24시간 이용가능,AC완속,경상남도 창원시 마산합포구 진북면 금산길 209-81진북편백골관광농원,클린일렉스,128.4440278,35.15450711,01,7kW,공동주택시설,사업장(사옥),창원시 ,2024-03-14
진북편백골관광농원,24시간 이용가능,AC완속,경상남도 창원시 마산합포구 진북면 금산길 209-81진북편백골관광농원,클린일렉스,128.4440278,35.15450711,02,7kW,공동주택시설,사업장(사옥),창원시 ,2024-03-14
진북황실온천,24시간 이용가능,AC완속,경상남도 창원시 마산합포구 진북면 진북산업로 308진북황실온천,클린일렉스,128.483855,35.14268055,01,7kW,기타시설,기타,창원시 ,2024-03-14
진북황실온천,24시간 이용가능,AC완속,경상남도 창원시 마산합포구 진북면 진북산업로 308진북황실온천,클린일렉스,128.483855,35.14268055,02,7kW,기타시설,기타,창원시 ,2024-03-14
진양카센타,24시간 이용가능,AC완속,경상남도 합천군 대양면 동부로 17,클린일렉스,128.1636835,35.55651409,01,14kW,차량정비시설,정비소,합천군 ,2024-03-14
진양카센타,24시간 이용가능,AC완속,경상남도 합천군 대양면 동부로 17,클린일렉스,128.1636835,35.55651409,02,14kW,차량정비시설,정비소,합천군 ,2024-03-14
창녕365 대영렉카,24시간 이용가능,AC완속,경상남도 창녕군 도천면 도천1길 6,클린일렉스,128.5158744,35.43418238,01,14kW,차량정비시설,정비소,창녕군 ,2024-03-14
창녕365 대영렉카,24시간 이용가능,AC완속,경상남도 창녕군 도천면 도천1길 6,클린일렉스,128.5158744,35.43418238,02,14kW,차량정비시설,정비소,창녕군 ,2024-03-14
창원 암웨이,24시간 이용가능,AC완속,경상남도 창원시 마산합포구 해안대로 234창원 암웨이 비즈니스 센터(42 (주)대한통운마산지점),클린일렉스,128.5704037,35.19520789,05,7kW,기타시설,기타,창원시 ,2024-03-14
창원국방과학연구소,24시간 이용가능,AC완속,경상남도 창원시 의창구 동읍 자여로 170(단계리 313),클린일렉스,128.7047188,35.26784702,01,7kW,기타시설,기타,창원시 ,2024-03-14
청산임산물영농조합법인,24시간 이용가능,AC완속,경상남도 산청군 차황면 친환경로3449번길 13-8청산임산물영농조합법인,클린일렉스,127.9144793,35.46321363,01,7kW,공동주택시설,사업장(사옥),산청군 ,2024-03-14
청산임산물영농조합법인,24시간 이용가능,AC완속,경상남도 산청군 차황면 친환경로3449번길 13-8청산임산물영농조합법인,클린일렉스,127.9144793,35.46321363,02,7kW,공동주택시설,사업장(사옥),산청군 ,2024-03-14
평화마을아파트,09:00~18:00,AC완속,경상남도 창원시 진해구 충장로603번길 10평화마을아파트,클린일렉스,128.7035186,35.13541802,01,7kW,공동주택시설,아파트,창원시 ,2024-03-14
한국타이어산청점,24시간 이용가능,AC완속,경상남도 산청군 산청읍 친환경로2720번길 38,클린일렉스,127.8818556,35.41738626,01,14kW,차량정비시설,정비소,산청군 ,2024-03-14
한국타이어산청점,24시간 이용가능,AC완속,경상남도 산청군 산청읍 친환경로2720번길 38,클린일렉스,127.8818556,35.41738626,02,14kW,차량정비시설,정비소,산청군 ,2024-03-14
한선파라디움아파트,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림1로 41-23(1578-2 한선파라디움),클린일렉스,128.4167394,34.87855083,01,14kW,기타시설,기타,통영시 ,2024-03-14
한선파라디움아파트,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림1로 41-23(1578-2 한선파라디움),클린일렉스,128.4167394,34.87855083,02,14kW,기타시설,기타,통영시 ,2024-03-14
한선파라디움아파트,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림1로 41-23(1578-2 한선파라디움),클린일렉스,128.4167394,34.87855083,03,14kW,기타시설,기타,통영시 ,2024-03-14
한선파라디움아파트,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림1로 41-23(1578-2 한선파라디움),클린일렉스,128.4167394,34.87855083,04,14kW,기타시설,기타,통영시 ,2024-03-14
한선파라디움아파트,24시간 이용가능,AC완속,경상남도 통영시 광도면 죽림1로 41-23(1578-2 한선파라디움),클린일렉스,128.4167394,34.87855083,05,7kW,기타시설,기타,통영시 ,2024-03-14
허브모텔,24시간 이용가능,AC완속,경상남도 창녕군 영산면 영산장마로 675,클린일렉스,128.5177339,35.45963865,01,14kW,상업시설,숙박시설,창녕군 ,2024-03-14
허브모텔,24시간 이용가능,AC완속,경상남도 창녕군 영산면 영산장마로 675,클린일렉스,128.5177339,35.45963865,02,14kW,상업시설,숙박시설,창녕군 ,2024-03-14
호수황토찜질방,24시간 이용가능,AC완속,경상남도 합천군 대병면 대병3산로 543-11,클린일렉스,128.0311828,35.52507417,01,14kW,기타시설,기타,합천군 ,2024-03-14
호수황토찜질방,24시간 이용가능,AC완속,경상남도 합천군 대병면 대병3산로 543-11,클린일렉스,128.0311828,35.52507417,02,14kW,기타시설,기타,합천군 ,2024-03-14
㈜1급통영자동차정비공업사,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 통영시 용남면 남해안대로 529-5구내주차장,이카플러그,128.4412187,34.86176878,01,7kW,차량정비시설,정비소,통영시 ,2024-03-14
㈜1급통영자동차정비공업사,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 통영시 용남면 남해안대로 529-5구내주차장,이카플러그,128.4412187,34.86176878,02,7kW,차량정비시설,정비소,통영시 ,2024-03-14
㈜통영베이콘도호텔,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 통영시 도남로 257-93구내주차장,이카플러그,128.4327148,34.82939112,01,7kW,상업시설,숙박시설,통영시 ,2024-03-14
㈜통영베이콘도호텔,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 통영시 도남로 257-93구내주차장,이카플러그,128.4327148,34.82939112,02,7kW,상업시설,숙박시설,통영시 ,2024-03-14
㈜한여울(마리나호텔),24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 통영시 산양읍 삼칭이해안길 820구내주차장,이카플러그,128.4341813,34.80476626,01,7kW,상업시설,숙박시설,통영시 ,2024-03-14
㈜한여울(마리나호텔),24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 통영시 산양읍 삼칭이해안길 820구내주차장,이카플러그,128.4341813,34.80476626,02,7kW,상업시설,숙박시설,통영시 ,2024-03-14
강일병원,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 김해시 가락로 359구내주차장,이카플러그,128.8696066,35.25670376,01,7kW,근린생활시설,병원,김해시 ,2024-03-14
강일병원,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 김해시 가락로 359구내주차장,이카플러그,128.8696066,35.25670376,02,7kW,근린생활시설,병원,김해시 ,2024-03-14
강일병원 급속충전소,24시간 이용가능,DC차데모+DC콤보,경상남도 김해시 가락로 359지하주차장(707-12 강일병원),이카플러그,128.8696066,35.25670376,01,50kW,기타시설,기타,김해시 ,2024-03-14
거제 BH개발,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 장평로10길 5-1구내주차장,이카플러그,128.6103171,34.8918299,01,7kW,공동주택시설,사업장(사옥),거제시 ,2024-03-14
거제 BH개발,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 장평로10길 5-1구내주차장,이카플러그,128.6103171,34.8918299,02,7kW,공동주택시설,사업장(사옥),거제시 ,2024-03-14
거제 다대어촌계,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 남부면 거제대로 163구내주차장,이카플러그,128.6277966,34.73747983,01,7kW,기타시설,기타,거제시 ,2024-03-14
거제 다대어촌계,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 남부면 거제대로 163구내주차장,이카플러그,128.6277966,34.73747983,02,7kW,기타시설,기타,거제시 ,2024-03-14
거제 라푸름아파트,24시간 이용가능/외부인 출입제한,AC완속,경상남도 거제시 거제중앙로 1772구내주차장,이카플러그,128.629389,34.87778673,01,7kW,공동주택시설,아파트,거제시 ,2024-03-14
거제 라푸름아파트,24시간 이용가능/외부인 출입제한,AC완속,경상남도 거제시 거제중앙로 1772구내주차장,이카플러그,128.629389,34.87778673,02,7kW,공동주택시설,아파트,거제시 ,2024-03-14
거제 몽블랑모텔,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 거제중앙로 1868-3구내주차장,이카플러그,128.6252132,34.88538066,01,7kW,상업시설,숙박시설,거제시 ,2024-03-14
거제 몽블랑모텔,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 거제중앙로 1868-3구내주차장,이카플러그,128.6252132,34.88538066,02,7kW,상업시설,숙박시설,거제시 ,2024-03-14
거제 상동초등학교 ,24시간 이용가능,AC완속,경상남도 거제시 상동5길 75-41주차장(54 거제상동초등학교),이카플러그,128.6339157,34.86188829,01,7kW,교육문화시설,학교,거제시 ,2024-03-14
거제 상문고등학교,24시간 이용가능,AC완속,경상남도 거제시 수양로 29주차장(438 거제상문고등학교),이카플러그,128.6467125,34.86338932,01,7kW,교육문화시설,학교,거제시 ,2024-03-14
거제 하이클래스,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 장목면 거제북로 2737옥외주차장,이카플러그,128.6926479,34.99596544,01,7kW,상업시설,숙박시설,거제시 ,2024-03-14
거제 하이클래스,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 장목면 거제북로 2737옥외주차장,이카플러그,128.6926479,34.99596544,02,7kW,상업시설,숙박시설,거제시 ,2024-03-14
거제 하임힐아파트(렌탈),00:00~비공용,AC완속,경상남도 거제시 상동5길 117-46(개인)(931-18 하임힐),이카플러그,128.6337399,34.86035671,01,7kW,공동주택시설,아파트,거제시 ,2024-03-14
거제 현대자동차연초점,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 연초면 거제대로 4453구내주차장,이카플러그,128.6448236,34.90012512,01,7kW,차량정비시설,정비소,거제시 ,2024-03-14
거제자동차운전전문학원,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 제산로2길 11구내주차장,이카플러그,128.6409565,34.88828234,01,7kW,교육문화시설,학원,거제시 ,2024-03-14
거제자동차운전전문학원,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 거제시 제산로2길 11구내주차장,이카플러그,128.6409565,34.88828234,03,7kW,교육문화시설,학원,거제시 ,2024-03-14
경남 거창나래학교,24시간 이용가능,AC완속,경상남도 거창군 마리면 송림길 52거창나래학교(347 거창나래학교),이카플러그,127.8514531,35.70095545,01,7kW,교육문화시설,학교,거창군 ,2024-03-14
경남 사천고등학교,24시간 이용가능,AC완속,경상남도 사천시 사천읍 동문로 95주차장(62 사천고등학교),이카플러그,128.0959868,35.08702902,01,7kW,교육문화시설,학교,사천시 ,2024-03-14
경남 사천고등학교,24시간 이용가능,AC완속,경상남도 사천시 사천읍 동문로 95주차장(62 사천고등학교),이카플러그,128.0959868,35.08702902,02,7kW,교육문화시설,학교,사천시 ,2024-03-14
경남 양산고등학교,24시간 이용가능,AC완속,경상남도 양산시 호국학도병길 2주차장(북부동 255),이카플러그,129.0445519,35.34866424,01,7kW,교육문화시설,학교,양산시 ,2024-03-14
경남 진주동중학교,24시간 이용가능,AC완속,경상남도 진주시 금산면 중천로 42주차장(281-3 진주동중학교),이카플러그,128.1426387,35.21687179,01,7kW,교육문화시설,학교,진주시 ,2024-03-14
경남개발공사 급속충전소,24시간 이용가능,DC콤보,경상남도 창원시 성산구 용지로 244(용호동 5-2),이카플러그,128.6871759,35.23520894,01,50kW,공공시설,공공기관,창원시 ,2024-03-14
경남개발공사 급속충전소,24시간 이용가능,DC콤보,경상남도 창원시 성산구 용지로 244(용호동 5-2),이카플러그,128.6871759,35.23520894,11,50kW,공공시설,공공기관,창원시 ,2024-03-14
경남자동차고등학교,24시간 이용가능,AC완속,경상남도 진주시 진산로 378(590 경남자동차고등학교),이카플러그,128.1015383,35.21943775,01,7kW,교육문화시설,학교,진주시 ,2024-03-14
경남자동차고등학교,24시간 이용가능,AC완속,경상남도 진주시 진산로 378(590 경남자동차고등학교),이카플러그,128.1015383,35.21943775,11,7kW,교육문화시설,학교,진주시 ,2024-03-14
경남항공고등학교,24시간 이용가능,AC완속,경상남도 고성군 고성읍 송학고분로 127주차장(교사리 338-5),이카플러그,128.3073942,34.97853581,01,7kW,교육문화시설,학교,고성군 ,2024-03-14
경남항공고등학교,24시간 이용가능,AC완속,경상남도 고성군 고성읍 송학고분로 127주차장(교사리 338-5),이카플러그,128.3073942,34.97853581,11,7kW,교육문화시설,학교,고성군 ,2024-03-14
경상남도교육청 급속충전소,24시간 이용가능,DC콤보,경상남도 의령군 의령읍 의병로8길 12-33(경상남도교육청 미래교육원),이카플러그,128.2507155,35.31661801,01,50kW,공공시설,공공기관,의령군 ,2024-03-14
경상남도교육청 급속충전소,24시간 이용가능,DC콤보,경상남도 의령군 의령읍 의병로8길 12-33(경상남도교육청 미래교육원),이카플러그,128.2507155,35.31661801,11,50kW,공공시설,공공기관,의령군 ,2024-03-14
고성 골프랜드,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 고성군 삼산면 공룡로 2913-25구내주차장,이카플러그,128.3093033,34.95912231,01,7kW,상업시설,골프장(CC),고성군 ,2024-03-14
고성 골프랜드,24시간 이용가능/시설 상황에 따라 이용이 제한될 수 있습니다,AC완속,경상남도 고성군 삼산면 공룡로 2913-25구내주차장,이카플러그,128.3093033,34.95912231,02,7kW,상업시설,골프장(CC),고성군 ,2024-03-14
고성 소가야중학교,24시간 이용가능,AC완속,경상남도 고성군 삼산면 삼봉2길 51주차장(산76-2 소가야중학교),이카플러그,128.2500394,34.9544997,01,7kW,교육문화시설,학교,고성군 ,2024-03-14
